Project,Test,IsFlaky,FunctionNameLength,ClassNameLength,PackageLength,SleepOrWaitInFunction,AsyncInFunction,TimeOrRandomInFunction,NumFailingRuns,NumPassingRuns,FirstFailingRunID,FirstPassingRunID,UniqueFailingExceptionTypes,TotalRuns,FailRatio,PassRatio,AnyFailures,AnyPassingRuns
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest#dClaimTaskCreatedForGroup,0,25,56,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest#eClaimTaskCreatedForGroup,0,25,56,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeDeleteTaskTest#fCleanUpWithAdmin,0,17,56,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest#aCreateStandaloneTaskWithNoCandidates,0,37,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest#bCheckThatTaskIsNotVisibleForNonCandidateUsers,0,46,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeTaskForOtherTest#cCleanUpWithAdmin,0,17,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#getProcessInstances,0,19,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#shouldGetProcessDefinitionFromDefinitionKey,0,43,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#shouldGetAvailableProcessDefinitionForTheGivenUser,0,50,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#adminFailTest,0,13,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#createProcessInstanceAndValidateDiscardPath,0,43,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#userFailTest,0,12,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#createProcessInstanceAndValidateHappyPath,0,41,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#shouldGetConfiguration,0,22,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeTest#deleteProcessInstance,0,21,51,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest#aCreateStandaloneTaskForGroup,0,29,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest#bClaimNotFoundBecauseYouAreNotACandidate,0,40,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeUnAuthorizedTest#cCleanUpWithAdmin,0,17,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeSecurityPoliciesTest#getRestrictedProcessDefs,0,24,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.process.ProcessRuntimeSecurityPoliciesTest#getAllProcessDefsForAdmin,0,25,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest#aCreateStandaloneTaskAndComplete,0,32,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest#bCreateStandaloneTask,0,21,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest#ctryCompletingWithUnauthorizedUser,0,34,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.boot.tasks.TaskRuntimeCompleteTaskTest#dCleanUpWithAdmin,0,17,58,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.impl.TaskRuntimeImplTest#updateShouldThrowExceptionWhenAssigneeIsNotSet,0,46,49,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.impl.TaskRuntimeImplTest#updateShouldBeAbleToUpdateDescriptionOnly,0,41,49,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskCandidateGroupConverterTest#fromShouldConvertEngineObjectToModelObject,0,42,70,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskCandidateUserConverterTest#fromShouldConvertEngineObjectToModelObject,0,42,69,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskConverterTest#calculateStatusForAnAssignedTaskShouldReturnAssigned,0,52,56,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskConverterTest#convertFromTaskShouldSetAllFieldsInTheConvertedTask,0,51,56,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskConverterTest#calculateStatusForASuspendedTaskShouldReturnSuspended,0,53,56,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskConverterTest#calculateStatusCreatedAndNotAssignedTaskShouldReturnCreated,0,59,56,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.runtime.api.model.impl.APITaskConverterTest#calculateStatusForACancelledTaskShouldReturnCancelled,0,53,56,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.validation.validator.impl.ServiceTaskValidatorTest#executeValidationShouldNotRiseErrorsForServiceTasksSettingOnlyTheImplementation,0,79,63,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.validation.validator.impl.ServiceTaskValidatorTest#executeValidationShouldRiseErrorsForEmptyServiceTask,0,52,63,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.expression.callactivity.CallActivityBasedOnSpringBeansExpressionTest#testCallActivityByExpression,0,28,93,6,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.TransactionDependentExecutionListenerSpringTest#testCustomPropertiesMapDelegateExpression,0,41,90,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskassignment.CustomTaskAssignmentTest#testSetAssigneeThroughSpringService,0,35,64,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskassignment.CustomTaskAssignmentTest#testSetCandidateUsersThroughSpringService,0,41,64,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskassignment.CustomTaskAssignmentTest#testSetCandidateGroupsThroughSpringService,0,42,64,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.BoundaryErrorEventSpringTest#testCatchErrorThrownByJavaDelegateOnServiceTask,0,47,65,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testExecutionAndTaskListenerDelegationExpression,0,48,68,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testAsyncDelegateExpression,0,27,68,5,0,1,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testDelegateExpression,0,22,68,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testAsyncMethodExpressionOnSpringBean,1,37,68,5,0,1,0,1,9999,49,0,1.0,10000,0.0001,0.9999,1,1
activiti-activiti,org.activiti.spring.test.servicetask.ServiceTaskSpringDelegationTest#testMethodExpressionOnSpringBean,0,32,68,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.fieldinjection.ListenerFieldInjectionTest#testDelegateExpressionListenerFieldInjection,0,44,66,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest#testDeployResources,0,19,73,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest#testDeployResourcesNoResources,0,30,73,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest#testHandlesMode,0,15,73,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.DefaultAutoDeploymentStrategyTest#testDetermineResourceNameWithExceptionFailsGracefully,0,53,73,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.expression.SpringLimitedExpressionsTest#testLimitedBeansExposed,0,23,64,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerSpringTest#testTaskListenerDelegateExpression,0,34,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testAutoDeployWithCreateDropOnCleanDb,0,37,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testNoRedeploymentForSpringContainerRestart,0,43,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testAutoDeployWithDeploymentModeDefault,0,39,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testAutoDeployWithDeploymentModeSingleResource,0,46,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testAutoDeployWithDeploymentModeResourceParentFolder,0,52,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testResourceRedeploymentAfterProcessDefinitionChange,0,52,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SpringAutoDeployTest#testBasicActivitiSpringIntegration,0,34,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.UseActivitiServiceInServiceTaskTest#testRollBackOnException,0,23,72,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.UseActivitiServiceInServiceTaskTest#testUseInjectedRuntimeServiceInServiceTask,0,42,72,5,0,0,1,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.servicetask.UseActivitiServiceInServiceTaskTest#testUseRuntimeServiceNotInjectedInServiceTask,0,45,72,5,0,0,1,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResourcesIOExceptionWhenCreatingMapFallsBackToResourceName,0,68,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResources_NoParent,0,28,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResources_Mixed,0,25,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResources_Separate,0,28,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResources_AllInOne,0,28,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResourcesNoResources,0,30,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testDeployResources_Joined,0,26,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.ResourceParentFolderAutoDeploymentStrategyTest#testHandlesMode,0,15,86,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.engine.SpringProcessEngineTest#testGetEngineFromCache,0,22,55,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.junit4.SpringJunit4Test#simpleProcessTest,0,17,48,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.email.JndiEmailTest#testEmailUsingJndi,0,18,44,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerOnTransactionTest#testOnCompleteCommitted,0,23,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerOnTransactionTest#testOnCompleteCustomPropertiesResolver,0,38,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerOnTransactionTest#testOnCompleteRolledBack,0,24,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerOnTransactionTest#testOnCompleteTransactionalOperation,0,36,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TaskListenerOnTransactionTest#testOnCompleteExecutionVariables,0,32,67,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest#testHappyJobExecutorPath,1,24,60,5,0,0,0,15,9985,791,0,1.0,10000,0.0015,0.9985,1,1
activiti-activiti,org.activiti.spring.test.jobexecutor.SpringAsyncExecutorTest#testRollbackJobExecutorPath,0,27,60,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.transaction.SpringTransactionIntegrationTest#testRollbackTransactionOnActivitiException,0,42,69,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.transaction.SpringTransactionIntegrationTest#testBasicActivitiSpringIntegration,0,34,69,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.transaction.SpringTransactionIntegrationTest#testRollBackOnDeployment,0,24,69,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest#testDeployResources,0,19,80,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest#testDeployResourcesNoResources,0,30,80,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.autodeployment.SingleResourceAutoDeploymentStrategyTest#testHandlesMode,0,15,80,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.ExecutionListenerOnTransactionTest#testOnCloseFailureExecutionListenersWithTransactionalOperation,0,62,77,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.ExecutionListenerOnTransactionTest#testOnCloseFailureExecutionListenersWithRollback,0,48,77,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.ExecutionListenerOnTransactionTest#testOnClosedExecutionListenersWithRollback,0,42,77,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.ExecutionListenerOnTransactionTest#testOnClosedExecutionListenersWithCustomPropertiesResolver,0,58,77,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.executionListener.ExecutionListenerOnTransactionTest#testOnClosedExecutionListenersWithExecutionVariables,0,52,77,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.fieldinjection.ServiceTaskFieldInjectionTest#testDelegateExpressionWithPrototypeBean,0,39,69,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.fieldinjection.ServiceTaskFieldInjectionTest#testDelegateExpressionWithSingletonBean,0,39,69,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.jpa.JpaTest#testJpaVariableHappyPath,0,24,36,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.jpa.JpaTest#testJpaVariableDisapprovalPath,0,30,36,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.spring.test.taskListener.TransactionDependentTaskListenerSpringTest#testCustomPropertiesMapDelegateExpression,0,41,80,5,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.UserTaskConverterTest#doubleConversionValidation,0,26,50,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.UserTaskConverterTest#convertJsonToModel,0,18,50,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.CallActivityConverterTest#doubleConversionValidation,0,26,54,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.CallActivityConverterTest#convertJsonToModel,0,18,54,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.StartEventConverterTest#doubleConversionValidation,0,26,52,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.StartEventConverterTest#convertJsonToModel,0,18,52,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.ServiceTaskConverterTest#doubleConversionValidation,0,26,53,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.ServiceTaskConverterTest#convertJsonToModel,0,18,53,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.SubProcessTest#doubleConversionValidation,0,26,43,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.FlowNodeInSubProcessConverterTest#doubleConversionValidation,0,26,62,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.PoolConverterTest#doubleConversionValidation,0,26,46,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.PoolConverterTest#convertJsonToModel,0,18,46,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.ValuedDataObjectConverterTest#doubleConversionValidation,0,26,58,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.ValuedDataObjectConverterTest#convertJsonToModel,0,18,58,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.BoundaryEventConverterTest#doubleConversionValidation,0,26,55,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.BoundaryEventConverterTest#convertJsonToModel,0,18,55,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.FormPropertiesConverterTest#doubleConversionValidation,0,26,56,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.FormPropertiesConverterTest#convertJsonToModel,0,18,56,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.SimpleConverterTest#doubleConversionValidation,0,26,48,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.SimpleConverterTest#convertJsonToModel,0,18,48,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.FlowNodeMultipleOutgoingFlowsConverterTest#doubleConversionValidation,0,26,71,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.NotExecutablePoolConverterTest#doubleConversionValidation,0,26,59,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.NotExecutablePoolConverterTest#convertJsonToModel,0,18,59,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
activiti-activiti,org.activiti.editor.language.CompleteConverterTest#doubleConversionValidation,0,26,50,4,0,0,0,0,10000,-1,0,0.0,10000,0.0,1.0,0,1
