Project,Test,IsFlaky,NumFailingRuns,NumPassingRuns,Reason
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMetricRepositoryTests#setAndGet,0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMetricRepositoryTests#count,0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMetricRepositoryTests#findOneWithAll,0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#increment[0],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#groups[0],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#setAndGetMultiple[0],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#setAndGet[0],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#count[0],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#increment[1],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#groups[1],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#setAndGetMultiple[1],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#setAndGet[1],0,8974,0,labeled_nonflaky_had_failures
spring-projects-spring-boot,org.springframework.boot.actuate.metrics.repository.redis.RedisMultiMetricRepositoryTests#count[1],0,8974,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#secureResponseCachingAndProtocolRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#secureResponseCachingAndRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#cacheReturnsInsecureResponseForSecureRequest,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheTest#secureResponseCaching,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#poolSingleHttpConnection,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#recycleSpdyConnectionDoesNothing,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#expiredConnectionsAreEvicted,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#gettingSpdyConnectionPromotesItToFrontOfQueue,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#differentAddressConnectionNotReturned,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#poolPrefersMostRecentlyRecycled,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#getHttpConnection,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#nonAliveConnectionNotReturned,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#evictAllConnections,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#connectionCleanup,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#maxConnections,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#maxIdleConnectionLimitIsEnforced,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#recyclingNonAliveConnectionClosesThatConnection,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#idleConnectionNotReturned,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#gettingConnectionReturnsOldestFirst,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#validateIdleSpdyConnectionTimeout,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#validateIdleHttpConnectionTimeout,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#shareHttpConnectionFails,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.ConnectionPoolTest#getSpdyConnection,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.AsyncApiTest#tls,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.AsyncApiTest#recoverFromTlsHandshakeFailure,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.SyncApiTest#tls,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.SyncApiTest#recoverFromTlsHandshakeFailure,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheAdapterTest#put_https_extraHttpsMethods,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheAdapterTest#get_https_allParameters,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheAdapterTest#put_https_forbiddenFields,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.ResponseCacheAdapterTest#put_https_uriAndClass,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#noDefaultContentLengthOnPost,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#acceptAndTransmitCookies,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#spdyConnectionTimeout,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#responsesAreCached,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#setFixedLengthStreamingModeSetsContentLength,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#redirect,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#responseCachedWithoutConsumingFullBody,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#conditionalCache,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#get,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#userSuppliedContentLengthHeader,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#gzippedResponseBody,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#emptyResponse,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#readAfterLastByte,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#authenticate,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#spdyConnectionReuse,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverSpdy3Test#closeAfterFlush,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#serverSendsPushPromise_GET,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#serverSendsPushPromise_HEAD,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#noDefaultContentLengthOnPost,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#acceptAndTransmitCookies,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#spdyConnectionTimeout,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#responsesAreCached,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#setFixedLengthStreamingModeSetsContentLength,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#redirect,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#responseCachedWithoutConsumingFullBody,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#conditionalCache,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#get,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#userSuppliedContentLengthHeader,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#gzippedResponseBody,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#emptyResponse,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#readAfterLastByte,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#authenticate,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#spdyConnectionReuse,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpOverHttp20Draft09Test#closeAfterFlush,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#varyAndHttps,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#secureResponseCachingAndProtocolRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#secureResponseCachingAndRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#cacheReturnsInsecureResponseForSecureRequest,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.HttpResponseCacheTest#secureResponseCaching,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingProxyArg,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#proxyAuthenticateOnConnect,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectToAnotherOriginServerWithHttps,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedFromHttpToHttpsFollowingProtocolRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#httpsWithCustomTrustManager,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingHttpProxySystemProperty,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedFromHttpsToHttpFollowingProtocolRedirects,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#proxyWithConnectionClose,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#proxyWithConnectionReuse,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#gzipAndConnectionReuseWithChunkedEncodingAndTls,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPut_HTTP_2,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPut_SPDY_3,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#gzipAndConnectionReuseWithFixedLengthAndTls,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingHttpsProxySystemProperty,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#sslFallbackNotUsedWhenRecycledConnectionFails,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingProxyArgWithNoProxy,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#notRedirectedFromHttpsToHttp,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPost_HTTP_2,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttps,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#zeroLengthPost_SPDY_3,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpsReusingConnections,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpsWithSSLFallback,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpsToUntrustedServer,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#npnSetsProtocolHeader_HTTP_2,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#redirectedOnHttps,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#proxyConnectIncludesProxyHeadersOnly,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#secureChunkedStreaming,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#npnSetsProtocolHeader_SPDY_3,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#secureFixedLengthStreaming,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpProxyToHttpsUsingProxySystemProperty,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#inspectHandshakeThroughoutRequestLifecycle,0,10000,0,labeled_nonflaky_had_failures
square-okhttp,com.squareup.okhttp.internal.http.URLConnectionTest#connectViaHttpsReusingConnectionsDifferentFactories,0,10000,0,labeled_nonflaky_had_failures
wro4j-wro4j,ro.isdc.wro.extensions.http.handler.TestModelAsJsonRequestHandler#shouldNotProvideProxyUriForExternalResources,0,10000,0,labeled_nonflaky_had_failures
